year,publisher,type,platform,model,method,title,doi,url,pdf,ignore,silicon,pubkey,pubname,reserved
2021,IEEE,article,__no_data__,['BERT'],__no_data__,ProtTrans: Toward Understanding the Language of Life Through Self-Supervised Learning,https://doi.org/10.1109/TPAMI.2021.3095381,https://doi.org/10.1109/TPAMI.2021.3095381,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9477085,False,True,,IEEE Transactions on Pattern Analysis and Machine Intelligence,DEADBEEF
2021,Arxiv,article,__no_data__,['BERT'],__no_data__,Prune once for all: Sparse pre-trained language models,https://arxiv.org/abs/2111.05754,https://arxiv.org/abs/2111.05754,https://arxiv.org/pdf/2111.05754.pdf,False,True,,Computer Science > Computation and Language,DEADBEEF
2021,None,article,__no_data__,['BERT'],__no_data__,ROSITA: Refined BERT cOmpreSsion with InTegrAted techniques,https://doi.org/10.1609/aaai.v35i10.17056,https://doi.org/10.1609/aaai.v35i10.17056,https://ojs.aaai.org/index.php/AAAI/article/download/17056/16863,False,check,,None,DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,TinyVers: A Tiny Versatile System-on-chip with State-Retentive eMRAM for ML Inference at the Extreme Edge,https://doi.org/10.1109/JSSC.2023.3236566,https://doi.org/10.1109/JSSC.2023.3236566,https://arxiv.org/pdf/2301.03537.pdf,ignore,True,,IEEE Journal of Solid-State Circuits,DEADBEEF
2020,Arxiv,article,__no_data__,['BERT'],__no_data__,TopicBERT for energy efficient document classification,https://doi.org/10.48550/arXiv.2010.16407,https://doi.org/10.48550/arXiv.2010.16407,https://arxiv.org/pdf/2010.16407.pdf,False,wip,,Computer Science > Computation and Language,DEADBEEF
2021,MLSys,article,__no_data__,['BERT'],__no_data__,VS-Quant: Per-vector Scaled Quantization for Accurate Low-Precision Neural Network Inference,https://proceedings.mlsys.org/paper_files/paper/2021,https://proceedings.mlsys.org/paper_files/paper/2021,https://proceedings.mlsys.org/paper_files/paper/2021/file/48a6431f04545e11919887748ec5cb52-Paper.pdf,False,True,,Proceedings of Machine Learning and Systems,DEADBEEF
2022,ACM,article,__no_data__,['BERT'],__no_data__,Workload-Balanced Graph Attention Network Accelerator with Top-K Aggregation Candidates,https://doi.org/10.1145/3508352.3549343,https://doi.org/10.1145/3508352.3549343,False,False,check,,International Conference on Computer-Aided Design,DEADBEEF
2023,HarwardLibrary,article,__no_data__,['BERT'],__no_data__,Architecting High Performance Silicon Systems for Accurate and Efficient On-Chip Deep Learning,https://nrs.harvard.edu/URN--3:HUL.INSTREPOS:37375806,https://nrs.harvard.edu/URN-3:HUL.INSTREPOS:37375806,https://dash.harvard.edu/bitstream/handle/1/37375806/Final_Draft_PhD_Dissertation_Thierry_Tambe.pdf,False,True,,Harvard University Graduate School of Arts and Sciences,DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,Hardware-efficient Softmax Approximation for Self-Attention Networks,https://doi.org/10.1109/ISCAS46773.2023.10181465,https://doi.org/10.1109/ISCAS46773.2023.10181465,False,False,True,,IEEE International Symposium on Circuits and Systems (ISCAS),DEADBEEF
2023,Arxiv,article,__no_data__,['BERT'],__no_data__,Fast Prototyping Next-Generation Accelerators for New ML Models using MASE: ML Accelerator System Exploration,https://arxiv.org/abs/2307.15517,https://arxiv.org/abs/2307.15517,https://arxiv.org/pdf/2307.15517.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2023,Wiley,article,__no_data__,['BERT'],__no_data__,Advances in Electromagnetics Empowered by Artificial Intelligence and Deep Learning,ISBN:9781119853893,https://books.google.com/books?id=rlPNEAAAQBAJ,False,False,True,,IEEE Press Series on Electromagnetic Wave Theory,DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,A Scalable GPT-2 Inference Hardware Architecture on FPGA,https://doi.org/10.1109/IJCNN54540.2023.10191067,https://doi.org/10.1109/IJCNN54540.2023.10191067,False,False,True,,International Joint Conference on Neural Networks (IJCNN),DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,BL-PIM: Varying the Burst Length to Realize the All-Bank Performance and Minimize the Multi-Workload Interference for in-DRAM PIM,https://doi.org/10.1109/ACCESS.2023.3300893,https://doi.org/10.1109/ACCESS.2023.3300893,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10198428,False,True,,IEEE Access,DEADBEEF
2023,SydneyDigital,article,__no_data__,['BERT'],__no_data__,Integrated Transformers Inference Framework for Multiple Tenants on GPU,https://hdl.handle.net/2123/31606,https://hdl.handle.net/2123/31606,https://ses.library.usyd.edu.au/bitstream/handle/2123/31606/Thesis__Yuning_Zhang%20%281%29.pdf?sequence=2&isAllowed=y,False,True,,Sydney Digital Theses,DEADBEEF
2023,IEEE,article,__no_data__,['BERT'],__no_data__,Embedded Deep Learning Accelerators: A Survey on Recent Advances,https://doi.org/10.1109/TAI.2023.3311776,https://doi.org/10.1109/TAI.2023.3311776,False,False,True,,IEEE Transactions on Artificial Intelligence ,DEADBEEF
2023,TSpace,article,__no_data__,['BERT'],__no_data__,Collective Communication Enabled Transformer Acceleration on Heterogeneous Clusters,https://hdl.handle.net/1807/130585,https://hdl.handle.net/1807/130585,https://tspace.library.utoronto.ca/bitstream/1807/130585/3/Gao_Yu_202311_MAS_thesis.pdf,False,True,T,IEEE Transactions on Artificial Intelligence ,DEADBEEF
2023,IEEE,article,FPGA,['BERT'],__no_data__,FET-OPU: A Flexible and Efficient FPGA-Based Overlay Processor for Transformer Networks,https://doi.org/10.1109/ICCAD57390.2023.10323752,https://doi.org/10.1109/ICCAD57390.2023.10323752,False,False,True,ICCAD,IEEE/ACM International Conference on Computer Aided Design (ICCAD),DEADBEEF
2023,ACADLore,article,FPGA,['BERT'],__no_data__,Racism and Hate Speech Detection on Twitter: A QAHA-Based Hybrid Deep Learning Approach Using LSTM-CNN,https://doi.org/10.56578/ijkis010202,https://doi.org/10.56578/ijkis010202,https://library.acadlore.com/IJKIS/2023/1/2/IJKIS_01.02_02.pdf,False,True,,International Journal of Knowledge and Innovation Studies,DEADBEEF
2023,IEEE,article,asic,"['LLm', 'Transformer']",__no_data__,"22.9 A 12nm 18.1TFLOPs/W Sparse Transformer Processor with Entropy-Based Early Exit, Mixed-Precision Predication and Fine-Grained Power Management",https://doi.org/10.1109/ISSCC42615.2023.10067817,https://doi.org/10.1109/ISSCC42615.2023.10067817,False,True,True,ISSCC,IEEE International Solid-State Circuits Conference,DEADBEEF
2023,IEEE,article,FPGA,"['LLm', 'Transformer']",__no_data__,P^3 ViT: A CIM-Based High-Utilization Architecture With Dynamic Pruning and Two-Way Ping-Pong Macro for Vision Transformer,https://doi.org/10.1109/TCSI.2023.3315060,https://doi.org/10.1109/TCSI.2023.3315060,False,True,True,TCSI,IEEE Transactions on Circuits and Systems,DEADBEEF
2023,IEEE/CVF,article,algoritm,"['LLm', 'Transformer']",__no_data__,I-ViT: Integer-only Quantization for Efficient Vision Transformer Inference,https://arxiv.org/abs/2207.01405,https://arxiv.org/abs/2207.01405,https://arxiv.org/pdf/2207.01405,True,True,TCSI,IEEE/CVF International Conference on Computer Vision,DEADBEEF
2023,NanyangTechnologicalUniversity,thesis,FPGA,['Transformer'],"['in-memory-processing', 'pruning']",Enabling efficient edge intelligence: a hardware-software codesign approach,https://dr.ntu.edu.sg/handle/10356/172499,https://dr.ntu.edu.sg/handle/10356/172499,https://dr.ntu.edu.sg/bitstream/10356/172499/2/Thesis_Final_HUAISHUO.pdf,False,True,,Nanyang Technological University,DEADBEEF
2023,IEEE,article,FPGA,[''],__no_data__,Automatic Kernel Generation for Large Language Models on Deep Learning Accelerators,https://doi.org/10.1109/ICCAD57390.2023.10323944,https://doi.org/10.1109/ICCAD57390.2023.10323944,False,False,True,ICCAD,IEEE/ACM International Conference on Computer Aided Design (ICCAD),DEADBEEF
2023,IEEE,article,FPGA,[''],__no_data__,A Low-Latency and Lightweight FPGA-Based Engine for Softmax and Layer Normalization Acceleration,https://doi.org/10.1109/ICCE--Asia59966.2023.10326397,https://doi.org/10.1109/ICCE-Asia59966.2023.10326397,False,False,True,,IEEE International Conference on Consumer Electronics-Asia (ICCE-Asia),DEADBEEF
2023,IEEE,article,FPGA,['Transformer'],__no_data__,PP-Transformer: Enable Efficient Deployment of Transformers Through Pattern Pruning,https://doi.org/10.1109/ICCAD57390.2023.10323836,https://doi.org/10.1109/ICCAD57390.2023.10323836,False,False,True,ICCAD,IEEE/ACM International Conference on Computer Aided Design (ICCAD),DEADBEEF
2023,Arxive,arx,FPGA,['Transformer'],__no_data__,DEAP: Design Space Exploration for DNN Accelerator Parallelism,https://arxiv.org/abs/2312.15388,https://arxiv.org/abs/2312.15388,https://arxiv.org/pdf/2312.15388.pdf,False,True,,"Computer Science > Distributed, Parallel, and Cluster Computing",DEADBEEF
2023,Arxive,arx,FPGA,"['Transformer', 'LLM']",__no_data__,Understanding the Potential of FPGA-Based Spatial Acceleration for Large Language Model Inference,https://arxiv.org/abs/2312.15159,https://arxiv.org/abs/2312.15159,https://arxiv.org/pdf/2312.15159.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2023,IEEE,article,FPGA,['Transformer'],__no_data__,An RRAM-Based Computing-in-Memory Architecture and Its Application in Accelerating Transformer Inference,https://doi.ieeecomputersociety.org/10.1109/TVLSI.2023.3345651,https://doi.ieeecomputersociety.org/10.1109/TVLSI.2023.3345651,False,False,True,TVLSI,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,DEADBEEF
2023,IEEE,article,FPGA,['Transformer'],__no_data__,Mobile Transformer Accelerator Exploiting Various Line Sparsity and Tile-Based Dynamic Quantization,https://doi.org/10.1109/TCAD.2023.3347291,https://doi.org/10.1109/TCAD.2023.3347291,False,False,True,TCAD,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,DEADBEEF
2023,IEEE,article,FPGA,['Transformer'],__no_data__,A Lightweight Transformer Model using Neural ODE for FPGAs,https://doi.org/10.1109/IPDPSW59300.2023.00029,https://doi.org/10.1109/IPDPSW59300.2023.00029,False,False,True,IPDPSW,IEEE International Parallel and Distributed Processing Symposium Workshops,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,A Cost-Efficient FPGA Implementation of Tiny Transformer Model using Neural ODE,https://arxiv.org/abs/2401.02721,https://arxiv.org/abs/2401.02721,https://arxiv.org/pdf/2401.02721.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,FlightLLM: Efficient Large Language Model Inference with a Complete Mapping Flow on FPGAs,https://arxiv.org/abs/2401.03868,https://arxiv.org/abs/2401.03868,https://arxiv.org/pdf/2401.03868.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,FPGA,"['Transformer', 'LLM']",__no_data__,Accelerating Neural Networks for Large Language Models and Graph Processing with Silicon Photonics,https://arxiv.org/abs/2401.06885,https://arxiv.org/abs/2401.06885,https://arxiv.org/pdf/2401.06885.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,FPGA,"['Transformer', 'LLM']",__no_data__,Quantization and Hardware Architecture Co-Design for Matrix-Vector Multiplications of Large Language Models,https://doi.org/10.1109/TCSI.2024.3350661,https://doi.org/10.1109/TCSI.2024.3350661,False,False,True,TCSI,IEEE Transactions on Circuits and Systems I: Regular Papers,DEADBEEF
2024,IEEE,article,FPGA,"['Transformer', 'RISC-V', 'PIM', 'Memory']",__no_data__,RDCIM: RISC-V Supported Full-Digital Computing-in-Memory Processor With High Energy Efficiency and Low Area Overhead,https://doi.org/10.1109/TCSI.2024.3350664,https://doi.org/10.1109/TCSI.2024.3350664,False,False,True,TCSI,IEEE Transactions on Circuits and Systems I: Regular Papers,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,A Survey on Hardware Accelerators for Large Language Models,https://arxiv.org/abs/2401.09890,https://arxiv.org/abs/2401.09890,https://arxiv.org/pdf/2401.09890.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,https://arxiv.org/abs/2401.11851,https://arxiv.org/abs/2401.11851,https://arxiv.org/abs/2401.11851.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,AttentionLego: An Open-Source Building Block For Spatially-Scalable Large Language Model Accelerator With Processing-In-Memory Technology,https://arxiv.org/abs/2401.11459,https://arxiv.org/abs/2401.11459,https://arxiv.org/abs/2401.11459.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxive,article,FPGA,['Transformer'],__no_data__,SSR: Spatial Sequential Hybrid Architecture for Latency Throughput Tradeoff in Transformer Acceleration,https://arxiv.org/abs/2401.10417,https://arxiv.org/abs/2401.10417,https://arxiv.org/abs/2401.10417.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,PIM,['Transformer'],__no_data__,CIM-MLC: A Multi-level Compilation Stack for Computing-In-Memory Accelerators,https://arxiv.org/abs/2401.12428,https://arxiv.org/abs/2401.12428,https://arxiv.org/pdf/2401.12428.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,PIM,['Transformer'],__no_data__,CIM-MLC: A Multi-level Compilation Stack for Computing-In-Memory Accelerators,https://arxiv.org/abs/2401.12428,https://arxiv.org/abs/2401.12428,https://arxiv.org/pdf/2401.12428.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,review,PIM,['Transformer'],__no_data__,The Era of Generative Artificial Intelligence: In-Memory Computing Perspective,https://doi.org/10.1109/IEDM45741.2023.10413786,https://doi.org/10.1109/IEDM45741.2023.10413786,False,False,True,IEDM,International Electron Devices Meeting (IEDM),DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Hydragen: High-Throughput LLM Inference with Shared Prefixes,https://arxiv.org/abs/2402.05099,https://arxiv.org/abs/2402.05099,https://arxiv.org/pdf/2402.05099.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,Arxiv,survey,FPGA,['Transformer'],__no_data__,A Survey on Transformer Compression,https://arxiv.org/abs/2402.05964.pdf,https://arxiv.org/abs/2402.05964.pdf,https://arxiv.org/pdf/2402.05964.pdf,False,True,,Computer Science > Machine Learning,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,SLEB: Streamlining LLMs through Redundancy Verification and Elimination of Transformer Blocks,https://arxiv.org/abs/2402.09025,https://arxiv.org/abs/2402.09025,https://arxiv.org/pdf/2402.09025.pdf,False,True,,,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Stochastic Spiking Attention: Accelerating Attention with Stochastic Computing in Spiking Networks,https://arxiv.org/abs/2402.09109,https://arxiv.org/abs/2402.09109,https://arxiv.org/pdf/2402.09109.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Reusing Softmax Hardware Unit for GELU Computation in Transformers,https://arxiv.org/abs/2402.10118,https://arxiv.org/abs/2402.10118,https://arxiv.org/abs/2402.10118.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,ConSmax: Hardware-Friendly Alternative Softmax with Learnable Parameters,https://arxiv.org/abs/2402.10930,https://arxiv.org/abs/2402.10930,https://arxiv.org/pdf/2402.10930.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Speculative Streaming: Fast LLM Inference without Auxiliary Models,https://arxiv.org/abs/2402.11131,https://arxiv.org/abs/2402.11131,https://arxiv.org/pdf/2402.11131.pdf,False,True,,Computer Science > Computation and Language,DEADBEEF
2024,ACM,article,3D,['Transformer'],__no_data__,H3D-Transformer: A Heterogeneous 3D (H3D) Computing Platform for Transformer Model Acceleration on Edge Devices,https://dl.acm.org/doi/10.1145/3649219,https://dl.acm.org/doi/10.1145/3649219,https://dl.acm.org/doi/pdf/10.1145/3649219,False,True,,ACM Transactions on Design Automation of Electronic Systems,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,NeuPIMs: NPU-PIM Heterogeneous Acceleration for Batched LLM Inferencing,https://arxiv.org/abs/2403.00579,https://arxiv.org/abs/2403.00579,https://arxiv.org/pdf/2403.00579.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,ACM,article,FPGA,['Transformer'],__no_data__,Cerberus: Triple Mode Acceleration of Sparse Matrix and Vector Multiplication,https://doi.org/10.1145/3653020,https://doi.org/10.1145/365302000579,https://dl.acm.org/doi/pdf/10.1145/3653020,False,True,,Transactions on Architecture and Code Optimization,DEADBEEF
2024,Arxiv,article,GPU,['Transformer'],__no_data__,DEFA: Efficient Deformable Attention Acceleration via Pruning-Assisted Grid-Sampling and Multi-Scale Parallel Processing,https://arxiv.org/abs/2403.10913,https://arxiv.org/abs/2403.10913,https://arxiv.org/pdf/2403.10913.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,GPU,['Transformer'],__no_data__,FastDecode: High-Throughput GPU-Efficient LLM Serving using Heterogeneous Pipelines,https://arxiv.org/abs/2403.11421,https://arxiv.org/abs/2403.11421,https://arxiv.org/pdf/2403.11421.pdf,False,True,,"Distributed, Parallel, and Cluster Computing",DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Accelerating ViT Inference on FPGA through Static and Dynamic Pruning,https://arxiv.org/abs/2403.14047,https://arxiv.org/abs/2403.14047,https://arxiv.org/pdf/2403.14047.pdf,False,True,,"Distributed, Parallel, and Cluster Computing",DEADBEEF
2024,Arxiv,article,PIM,['Transformer'],__no_data__,Allspark: Workload Orchestration for Visual Transformers on Processing In-Memory Systems,https://arxiv.org/abs/2403.15069,https://arxiv.org/abs/2403.15069,https://arxiv.org/pdf/2403.15069.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,FPGA,['Transformer'],__no_data__,Impact of High-Level-Synthesis on Reliability of Artificial Neural Network Hardware Accelerators,https://doi.org/10.1109/TNS.2024.3377596,https://doi.org/10.1109/TNS.2024.3377596,https://inria.hal.science/hal-04514579/file/TNS2024_HLS.pdf,False,True,,IEEE Transactions on Nuclear Science,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,An FPGA-Based Reconfigurable Accelerator for Convolution-Transformer Hybrid EfficientViT,https://arxiv.org/abs/2403.20230,https://arxiv.org/abs/2403.20230,https://arxiv.org/pdf/2403.20230.pdf,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,FPGA,['Transformer'],__no_data__,TransFRU: Efficient Deployment of Transformers on FPGA with Full Resource Utilization,https://doi.org/10.1109/ASP--DAC58780.2024.10473976,https://doi.org/10.1109/ASP-DAC58780.2024.10473976,False,False,True,ASP-DAC,Asia and South Pacific Design Automation Conference (ASP-DAC),DEADBEEF
2024,IEEE,article,FPGA,['Transformer'],__no_data__,PRIMATE: Processing in Memory Acceleration for Dynamic Token-pruning Transformers,https://doi.org/10.1109/ASP--DAC58780.2024.10473968,https://doi.org/10.1109/ASP-DAC58780.2024.10473968,False,False,True,ASP-DAC,Asia and South Pacific Design Automation Conference (ASP-DAC),DEADBEEF
2024,IEEE,article,FPGA,['Transformer'],__no_data__,SWAT: An Efficient Swin Transformer Accelerator Based on FPGA,https://doi.org/10.1109/ASP--DAC58780.2024.10473931,https://doi.org/10.1109/ASP-DAC58780.2024.10473931,False,False,True,ASP-DAC,Asia and South Pacific Design Automation Conference (ASP-DAC),DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,VTR: An Optimized Vision Transformer for SAR ATR Acceleration on FPGA,https://arxiv.org/abs/2404.04527v1,https://arxiv.org/abs/2404.04527v1,https://arxiv.org/pdf/2404.04527v1,False,True,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2024,Arxiv,article,FPGA,['Transformer'],__no_data__,Workload-Aware Hardware Accelerator Mining for Distributed Deep Learning Training,https://arxiv.org/abs/2404.14632v1,https://arxiv.org/abs/2404.14632v1,https://arxiv.org/pdf/2404.14632v1,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,framework|algorithm,"['LLm', 'EDA']",__no_data__,QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving,https://arxiv.org/abs/2405.04532,https://arxiv.org/abs/2405.04532,https://arxiv.org/pdf/2405.04532,True,True,,Computer Science > Computation and Language,DEADBEEF
2024,ACM,article,PIM,['Transformer'],__no_data__,NeuPIMs: NPU-PIM Heterogeneous Acceleration for Batched LLM Inferencing,https://dl.acm.org/doi/abs/10.1145/3620666.3651380,https://dl.acm.org/doi/abs/10.1145/3620666.3651380,https://dl.acm.org/doi/pdf/10.1145/3620666.3651380,False,True,,International Conference on Architectural Support for Programming Languages and Operating Systems,DEADBEEF
2024,ACM,article,PIMGPU,['Transformer'],__no_data__,VITA: ViT Acceleration for Efficient 3D Human Mesh Recovery via Hardware-Algorithm Co-Design,False,False,https://www.crcv.ucf.edu/chenchen/2024_DAC_VITA_Final.pdf,True,True,,International Conference on Architectural Support for Programming Languages and Operating Systems,DEADBEEF
2024,Arxiv,article,FPGA,"['Transformer', 'LLM']",__no_data__,HLSTransform: Energy-Efficient Llama 2 Inference on FPGAs Via High Level Synthesis,https://arxiv.org/abs/2405.00738,https://arxiv.org/abs/2405.00738,https://arxiv.org/pdf/2405.00738,True,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,ACC,['AI'],__no_data__,SCAR: Scheduling Multi-Model AI Workloads on Heterogeneous Multi-Chiplet Module Accelerators,https://arxiv.org/abs/2405.00790,https://arxiv.org/abs/2405.00790,https://arxiv.org/pdf/2405.00790,True,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,ACC,"['VIT', 'Transformer']",__no_data__,Trio-ViT: Post-Training Quantization and Acceleration for Softmax-Free Efficient Vision Transformer,https://arxiv.org/abs/2405.03882,https://arxiv.org/abs/2405.03882,https://arxiv.org/pdf/2405.03882,True,True,,Computer Science > Computer Vision and Pattern Recognition,DEADBEEF
2024,Arxiv,article,Memory,"['LLm', 'Transformer']",__no_data__,SambaNova SN40L: Scaling the AI Memory Wall with Dataflow and Composition of Experts,https://arxiv.org/abs/2405.07518,https://arxiv.org/abs/2405.07518,https://arxiv.org/pdf/2405.07518,True,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,IEEE,article,EDA,"['LLm', 'EDA']",__no_data__,TensorMap: A Deep RL-Based Tensor Mapping Framework for Spatial Accelerators,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3398424,https://doi.ieeecomputersociety.org/10.1109/TC.2024.3398424,False,True,True,IEEE Transactions on Computers,TC,DEADBEEF
2024,MLSys,article,EDA,"['LLm', 'EDA']",__no_data__,JIT-Q: Just-in-time Quantization with Processing-In-Memory for Efficient ML Training,https://arxiv.org/abs/2311.05034,https://arxiv.org/abs/2311.05034,https://proceedings.mlsys.org/paper_files/paper/2024/file/136b9a13861308c8948cd308ccd02658-Paper-Conference.pdf,True,True,Proceedings of Machine Learning and Systems 6 (MLSys 2024),Proceedings of Machine Learning and Systems 6 (MLSys 2024),DEADBEEF
2024,IEEE,article,algorithm,"['LLm', 'ViT']",__no_data__,DCT-ViT: High-Frequency Pruned Vision Transformer with Discrete Cosine Transform,https://doi.org/10.1109/ACCESS.2024.3410231,https://doi.org/10.1109/ACCESS.2024.3410231,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10549904,True,True,Access,IEEE Access,DEADBEEF
2023,ACM,article,TPU,['LLM'],__no_data__,TPU v4: An Optically Reconfigurable Supercomputer for Machine Learning with Hardware Support for Embeddings,https://doi.org/10.1145/3579371.3589350,https://doi.org/10.1145/3579371.3589350,https://dl.acm.org/doi/pdf/10.1145/3579371.3589350,True,True,ISCA,ACM International Symposium on Computer Architecture,DEADBEEF
2024,Arxiv,article,framework,"['LLm', 'Transformer']",__no_data__,TransAxx: Efficient Transformers with Approximate Computing,https://arxiv.org/abs/2402.07545,https://arxiv.org/abs/2402.07545,https://arxiv.org/pdf/2402.07545,True,True,,Computer Science > Machine Learning,DEADBEEF
2023,PMLR,article,platform,"['LLm', 'Transformer']",__no_data__,FlexGen: High-Throughput Generative Inference of Large Language Models with a Single GPU,https://proceedings.mlr.press/v202/sheng23a,https://proceedings.mlr.press/v202/sheng23a,https://proceedings.mlr.press/v202/sheng23a/sheng23a.pdf,True,True,PMLR,Proceedings of Machine Learning Research,DEADBEEF
2024,Arxiv,article,ASIC,"['LLm', 'Transformer']",__no_data__,ITA: An Energy-Efficient Attention and Softmax Accelerator for Quantized Transformers,https://arxiv.org/abs/2307.03493,https://arxiv.org/abs/2307.03493,https://arxiv.org/pdf/2307.03493,True,True,,Computer Science > Hardware Architecture,DEADBEEF
2023,Arxiv,article,ASIC,"['LLm', 'Transformer']",__no_data__,ITA: An Energy-Efficient Attention and Softmax Accelerator for Quantized Transformers,https://arxiv.org/abs/2307.03493,https://arxiv.org/abs/2307.03493,https://arxiv.org/pdf/2307.03493,True,True,,Computer Science > Hardware Architecture,DEADBEEF
2023,Arxiv,article,PIM,"['LLm', 'Transformer']",__no_data__,X-Former: In-Memory Acceleration of Transformers,https://arxiv.org/abs/2303.07470,https://arxiv.org/abs/2303.07470,https://arxiv.org/pdf/2303.07470,True,True,,Computer Science > Machine Learning,DEADBEEF
2023,Arxiv,article,framework,"['LLm', 'EDA']",__no_data__,GPT4AIGChip: Towards Next-Generation AI Accelerator Design Automation via Large Language Models,https://arxiv.org/abs/2309.10730,https://arxiv.org/abs/2309.10730,https://arxiv.org/pdf/2309.10730,True,True,,Computer Science > Machine Learning,DEADBEEF
2023,IEEE,article,framework,"['LLm', 'Transformer']",__no_data__,HeatViT: Hardware-Efficient Adaptive Token Pruning for Vision Transformers,https://doi.org/10.1109/HPCA56546.2023.10071047,https://doi.org/10.1109/HPCA56546.2023.10071047,https://arxiv.org/pdf/2211.08110,True,True,HPCA,International Symposium on High-Performance Computer Architecture,DEADBEEF
2023,IEEE,article,framework,"['LLm', 'Transformer']",__no_data__,ViTCoD: Vision Transformer Acceleration via Dedicated Algorithm and Accelerator Co-Design,https://arxiv.org/abs/2210.09573,https://arxiv.org/abs/2210.09573,https://arxiv.org/pdf/2210.09573,True,True,HPCA,International Symposium on High-Performance Computer Architecture,DEADBEEF
2023,IEEE,article,platform,"['LLm', 'Transformer']",__no_data__,AccelTran: A Sparsity-Aware Accelerator for Dynamic Inference with Transformers,https://doi.org/10.1109/TCAD.2023.3273992,https://doi.org/10.1109/TCAD.2023.3273992,https://arxiv.org/pdf/2302.14705,True,True,TCAD,Transaction on Computer Aided Design,DEADBEEF
2024,Arxiv,article,Design,"['VIT', 'Transformer']",__no_data__,CGRA4ML: A Framework to Implement Modern Neural Networks for Scientific Edge Computing,https://arxiv.org/abs/2408.15561,https://arxiv.org/abs/2408.15561,https://arxiv.org/pdf/2408.15561,False,True,,Computer Science > Hardware Architecture,DEADBEEF
2024,Arxiv,article,Design,"['FPGA', 'Transformer']",__no_data__,ProTEA: Programmable Transformer Encoder Acceleration on FPGA,https://arxiv.org/abs/2409.13975,https://arxiv.org/abs/2409.13975,https://arxiv.org/pdf/2409.13975,False,True,,Computer Science > Hardware Architecture,DEADBEEF
